,id,ret
0,001C8DA7-9969-4C51-A957-89F4C6E4999F,1
1,00468119-70E6-4C33-9F30-64BC91134253,1
2,005E0BA1-3B27-40F0-A231-5BAE6246599D,1
4,008D289C-CE20-4F69-A756-0887895936E8,0
5,0096D69E-BBF8-4029-A183-43320AA8746A,1
6,00971A12-53F6-4659-A961-78F2CCBA4986,1
7,009AA5F6-E691-4EF5-9142-1D264B7EB22D,1
10,00D2A27C-D569-4E66-847E-98E0BCD34E64,0
11,00E140C2-F1AC-45D7-9D91-8447B80801A0,0
13,00FE078C-5319-4AF4-B053-E2192645AD8E,0
14,0100CE5C-41C4-4312-ADCB-1A37A3AB4B7B,0
15,012BE944-AE99-460A-9042-D8DB31E29B1D,0
17,0137510F-7BE6-484E-B2D7-6F9517502834,1
22,0147F846-36B6-43BC-82D8-658FF405ADC3,0
23,01486F52-FBCB-48C7-9768-660882F2C699,0
24,016DA502-76EA-4EB1-8F2D-C1F22B7261A0,0
25,01797CBE-8E3D-4CD1-817C-92D7C19B17BA,1
26,0186FE2A-87EE-4E2E-A99F-FB396290CBF4,0
27,018CC35C-8CCE-4C3F-8DA8-E0C960A37C0D,0
28,01A76853-0A71-4943-92F9-ACAF49C155A2,1
29,01A85638-1250-4B8E-B04A-183F84A49948,1
30,01AB5D14-BFE7-4617-8ED3-4A62144A6565,0
33,01E54C5C-F5DD-4AF2-A7ED-BB238CCDDF17,0
35,0219274B-4A28-47E7-9AFB-BEB10E5E86B3,0
37,02235139-EE4C-468C-8F20-1662AA95B997,0
41,02838C7D-B75F-4E49-AC9F-9C67B8C9AD36,1
42,030321F8-73FC-4CC4-BD87-B4C9D2003773,0
43,0315CA08-81AB-4E3A-AD84-A5A27F8ED283,0
44,03219D40-D54F-4476-B940-E978EF5B7416,0
45,032C64B6-E964-4E09-BCAF-FBFAF8763374,1
48,03579F27-E4A1-4307-82B9-59F176562920,0
49,0374BCEA-0E1A-4735-9F52-D56AF15F34B2,0
50,038C5065-11C3-421E-BD66-8AB73645C223,1
52,03B4A5CF-3D32-4C11-BE36-81EC5788C604,0
53,03D49BD3-C050-47E2-BA1A-9FD8653FC1C6,0
55,03E8AD3C-C6B1-42AA-8630-6A7C75AC6D75,1
56,03F6129B-735D-4270-899E-D016B3F9F971,0
59,0435B228-DA39-4479-8FD5-54F033190876,1
61,04683D7C-AB0D-494F-B134-FB20C95C4D1C,1
62,047FDD72-E188-4FA8-B23D-91756874C433,0
63,04854B4A-81CC-4728-A44D-1BF60884C5F4,1
66,04C1886E-B0E0-45C4-B08F-CDF7555FC9B6,0
69,04FAA1E7-4F58-4B94-89C9-DAA8A5C7E2BB,1
70,05072261-3FFB-4B1C-B5E6-6E826969A829,0
73,05400BA6-4D5F-4E02-8481-27ED619A169C,0
74,054916A7-A474-416E-9433-C3B4902AAE72,0
75,0565AEF1-BD17-4A7E-B321-A78A6A347E71,1
76,05736429-2759-40A6-B704-1B9C15F4C0C5,1
78,05806E2E-B6CD-4447-AF5A-3ECA9C492D9A,0
79,05898BB0-678F-4C85-A989-D1F664752988,1
80,058A2E10-0B3A-4F2F-9C55-1F1955AE0DDB,0
81,0596C8F1-B251-4008-9B71-B8C70FEEC8B4,0
82,05A1723B-9DC0-45DE-AF53-C7F6B57EEFA4,1
83,05AE187A-8B62-4096-AD7B-6B5A20245FE9,1
84,05B39D68-C5AF-4E09-8717-B4C4883D7157,0
88,05FD4566-28BD-4ECD-9509-F73EB45330CB,0
89,060FD4D6-6A24-4A98-AC67-F3C23348EFCB,1
90,0615AAE8-CE0B-45EF-AB68-84D1F6949B5B,0
91,061F27B9-F16B-407A-87A7-3F413E50DB28,1
92,061F747D-4D91-47BB-A2CE-E404AD2BBDEB,0
95,0635EC5C-41BB-4A3F-A614-D1CE18E33318,1
96,0639A4A3-104E-468F-8159-769DCEC439A9,1
98,064794FD-4F0B-478B-ACB3-44325C532C68,1
102,069176A2-E8C0-4B5B-A7A2-240BC2784841,1
103,06A00F3A-6AAC-490C-8A2C-219968F5EA0A,1
105,06C1AE63-9A2B-4FD7-BA00-C831D58A7F1C,0
106,06C1C201-E7D7-422E-8C47-00656017A607,1
107,06DFEE23-E88B-48CD-99E0-D02F5A890482,0
110,070CBBA4-B24F-4914-B9C6-2DDFECEFC26A,1
111,071C255E-E4F0-4C02-9623-0DC99D0BE008,0
112,0721EF66-99DC-4314-8720-36F49431F2DC,0
113,0728395C-D637-4251-8216-C35C97D7960A,1
114,073104A8-D7E3-4D62-B8DC-6A555A3EE88D,0
115,0746919F-D4E9-4499-944E-92BBB8E9CA3B,1
118,074E58FD-BAE0-4D15-8F3F-274AE64AEB0E,0
121,077F9936-A574-4561-A50B-84A6D69C90EA,0
124,07A725F1-1138-4751-A5AF-0ED2EFBA4AAC,1
125,07A9FB3D-D051-4062-95B7-64CC171A786C,1
126,07C76005-BA26-4C01-A122-2419C43C3B7A,1
127,07D0F8AA-1733-45D4-93A2-141B7BAF12BD,1
129,07ECC02B-79C6-4521-BD53-7CD68693E67A,1
130,0809BFFF-BB01-449C-9278-81C17500D415,0
132,0851179E-4667-4A63-9B0D-CECCA598B451,1
133,08520985-B802-4732-A345-A6DC9FCFC9C3,0
138,08BD0DCB-9EFC-49B6-AC60-263C5624F767,0
139,08BDE4C0-B75E-4E97-A4E1-680DA1B8F05D,0
141,08C34167-A857-40E2-B2EE-4DF9C28402DF,0
142,08D913EF-F97E-4B89-AD23-C068EB2889B8,1
144,08EF772B-0BDC-415E-BB2C-6DEEBE73DB56,0
146,09392E1E-6683-4DC5-9FC9-AB6132588201,0
147,093B37F9-4537-49D1-A19C-54DEBFA7312D,0
148,093CEDA6-2CEE-429B-BCCA-6337CA3632D8,1
149,093DB8F5-5E84-43AB-9305-B589A11BD90C,0
150,09418FB5-A4DD-4B55-B869-651FE061BED5,0
151,09419FEE-1EA5-44B4-97EA-E36106281344,0
153,09489EEC-D8E9-4C03-A786-EB962643F4D1,0
154,0950FE41-6F45-4D2F-9000-DD50D980A65B,0
155,0953C55D-5E65-4AE3-B9CB-8202F01C95E6,0
156,095BACE9-A2DE-4DEA-93A5-FC959F484004,1
157,096BA4E4-C159-4A8C-B02C-CC2CB40CFC67,0
158,096DF8EF-BDAD-43FD-9F13-889111813887,1
161,09C77642-E2AB-4072-BA7E-CFFEB9BF4CC9,0
164,09F121AA-3B32-4AAF-B9AA-98404741AB58,1
165,09F9768F-530C-4C3F-888A-44E3970604F3,1
166,0A3C0BD2-708C-4AD5-BDAE-9100AD9248CC,0
167,0A439489-86BD-4DDD-B2D2-0A795A04CDD6,1
168,0A6188AA-0541-4056-80C4-0980ED00409B,0
169,0A66910A-635A-4957-A26F-EB079DFB9E30,0
170,0A71265E-18D1-4EBD-B84D-4841E978F624,1
171,0A72D4EB-0D92-494D-9028-39EE1EFD358F,1
172,0A7520F7-113A-49D8-A423-6FB5EDBCA108,1
173,0A7FE6C1-BA87-48EA-B582-5EE5C8FBFC75,1
174,0A8C06EE-5B19-4B53-BBFF-DB33C495DAC9,1
178,0AACE585-81CD-4DBD-A792-B88AD9F89A36,0
179,0AADCCA9-9EBA-44FB-AC2C-677ED377300B,0
181,0AD4DB18-F1BD-404C-A522-15CEB5FBD679,0
183,0AE41E56-909A-488C-972D-09363665BBB1,0
184,0B07B606-F10B-452A-821C-F43E1ADCE9E9,0
186,0B1FAC6D-BC04-42BF-8E44-A2B8141F6D60,1
187,0B379FE3-8543-4125-8E52-5AECC6C4B484,0
190,0B878833-39DE-45EF-A425-05EC05BA9F71,1
191,0B8A82CC-B6FE-4407-9EB8-C3DCD940B348,0
192,0B8AED2D-725B-40D2-8A64-D72C129679D2,0
194,0BB0567A-6FDF-469A-A73C-C2D7C7516F7C,0
195,0BB0DA16-7885-4962-8EF9-285ADF75C4D2,0
198,0BD8476A-264B-417E-8260-43CF50B8F965,0
199,0BE07297-5B90-4902-A658-473BDC8844C1,0
200,0BEE9CF1-2637-4D38-9355-3DB53A26BF11,1
203,0BFE4F3F-E2C9-409D-87F6-107707DBFD20,1
204,0C0CA129-5214-4482-9E33-F622E2C138C1,0
205,0C0EF4DA-F8DE-4CDD-8B3E-1E3B602641F6,0
206,0C39CD65-C5A2-41D5-9B85-E48228107984,0
207,0C3B7554-63B4-4A08-BB0D-CC7BDE0F153D,1
209,0C4B2540-0A4E-445D-A300-6AD78372B9BC,0
210,0C6B3CE5-9B64-47A2-A337-178ACA258E87,0
211,0CC80A2F-712C-48E3-BDC3-860419A55738,1
212,0D07380B-053D-48B9-856B-771BB631CAB3,0
214,0D17DFB4-D68C-4ABA-AC7E-49733B4EC546,1
215,0D255EC9-63F0-4C41-AC59-A06E71AE5E86,0
217,0D45376F-A7B3-4983-8B7A-AD3BFB759C70,1
218,0D456A71-8FA0-4CD1-B07B-49B89B95CB8E,0
220,0D80904B-B1AE-4AC5-9420-F9335F86985B,0
221,0D87A0B7-280D-4BAF-A835-506131AAC9F5,0
222,0DABCDD7-230E-4BFF-AA72-659300586F6D,0
223,0DAC2B64-3AE0-4F69-8F63-5200ED12E480,1
224,0DB2A39E-CA0D-4C49-837A-6A51D304D1A0,1
226,0E0C4CFC-5B02-4AF4-913B-611CF044DD0E,0
227,0E179056-73D4-48B0-9D1B-3A5200C73F0D,0
230,0E53EE24-01CA-4FBC-A667-508EADED042E,1
232,0E6546E4-D530-43CB-910B-A6EB79825395,1
233,0E66EBBD-2070-49C3-9BE6-141E7776E2C9,1
236,0EAF2DC4-037B-4251-B37A-24B6A85BF38E,0
237,0EAF7089-E4D6-44D1-9EC9-62DD5AF5DA5D,0
238,0EBAA557-13EB-469B-AF15-D8A748A61C52,0
239,0EBBE533-2A45-414B-AA7E-B38EA8C48D56,0
240,0F05ECA1-5414-4051-99AE-029F9E9EDA4B,0
242,0F10175F-2FEF-45CC-842E-DD8C66F456C5,0
244,0F397AD3-6B68-42DB-AD9D-92DA43C55156,1
245,0F542AC3-E56A-4866-B535-0FC43F235858,0
247,0F6A081F-046F-4302-9F72-B80891069EEF,1
248,0F746D04-CE7E-4680-A547-978810B83815,0
250,0F7EAF88-1B92-48A8-8863-261D1635679D,0
251,0F98BBE5-0494-4FDA-88AB-24215E0DBD0A,0
252,0FA4FC4F-65E5-4441-870B-5CCA24918520,1
253,0FD656C2-6A8F-4282-8EE1-3B3B4B8C028B,1
254,0FDF9FE8-6F85-4CD2-AE00-AD7CB40CB840,1
255,0FE25CA4-0AED-4881-A2E5-F9B1469E9B87,1
256,0FECF3CE-00FC-4931-A5A1-58A15466483F,1
257,0FFDA611-FCD0-4659-8E83-1120CC28FA2F,0
258,0FFE24E0-74A9-4A8D-B689-859D5CF81FB7,1
260,1021A6AD-153C-4B1C-8666-B23FDF11F3DD,1
263,104DAC43-DE7F-4092-870F-BBDB82285628,0
264,10579C4F-95FA-4C9E-BCD4-0BFEF00DBD68,0
265,105B43D1-61C1-45C8-8B9D-7BDC58D253CA,1
267,10784269-BAC2-4FA3-A903-48F0059C3000,0
268,109367E8-F379-4E31-8577-0BCBFFC79666,0
269,109D9A2E-48EB-4EAB-B0B6-587BC92246B8,0
272,10C6844D-329F-4671-94E9-534A3622A041,1
275,110563E4-FBBA-45A7-AD4C-B5349AA35224,0
279,118B37B3-FD54-4063-99E2-69116CDC84F2,0
280,118B7A06-8258-43FD-B0A0-A57FA11127AD,1
281,1197A50A-B865-4A38-9E67-DEF0A1FB902D,1
282,11C9337C-6CBD-4228-8AFF-C99A4BFA8704,1
283,11DBB469-DFDC-497B-B58E-8B5DEB88F430,1
284,11F97D7E-AD8E-4727-A745-D1A1D0DE8504,1
285,1204410B-B2B7-44AD-B2EE-3FB6E2DC1887,0
286,120A7E51-6EDD-49FE-B536-4D28B1E74D85,1
287,122EFD9C-BB2B-43AF-8E37-52973256A6EA,1
288,122F955A-4201-4B78-81BE-847CAC9C0EA8,0
289,1243EE0E-9717-4284-846E-F3F710001381,0
290,124B6AA6-C5CD-4F8F-B1CF-45A8E0765A59,1
294,126C7FFC-DE90-42BE-874E-72622FB441C7,1
297,12A2B3D9-8650-4628-975D-98FE8EBDCE54,0
298,12A722B7-8965-44B0-86BA-586923B062AD,1
299,12B3D5B4-D94B-41CB-AD61-D074F36483A1,1
300,12E86473-4D22-4A51-86C1-088C52423AAE,0
301,13044D9B-0B51-4F78-BFAB-833CEE20483E,0
302,1304CB24-3E5E-4BD0-827D-BDCEA4FC77A6,0
305,13D2E6C7-A8DA-4626-B7EE-6153395E75D5,1
306,14037140-6038-48EF-9683-7CEE881129AA,0
307,1419DAA5-1D14-4F45-AB98-E23CC75AE49F,0
309,14476871-E602-4C65-B854-F3BEA765D16C,1
310,14568E32-835A-413F-A6DA-4FAD02FBAAE9,0
311,145C2F0B-8CB5-4E56-9995-20CE98E82A69,0
312,14858D7E-4F94-4CC0-92FD-58D16A05585B,0
313,14C3D38A-3669-44B9-B25C-1B44547D4D77,0
314,14CE1C3C-DEA1-4641-BCC7-51DD1857D2C9,1
315,14F14535-965C-4C0B-B663-D68365F91145,1
317,14FB7989-5D55-4C59-9258-4E4F62D7464F,0
320,15213400-1123-48F0-BFD6-739D70CFB318,0
321,15365DE1-48AA-4A7B-83AE-DFB2B77B2E98,1
323,1596594C-E60F-4E8A-BD5A-0493FE225148,0
324,1598F128-3DE3-4B02-B885-87CAD6E02132,1
325,159E7500-5942-4F8F-A6DA-0126A0989260,1
326,15A2F533-5E76-4CB4-B71A-C3EEAF1629D1,1
328,15E76928-89F4-4B87-AEA7-ADD8FC7C733A,1
330,15EAEBBC-9227-47DA-9CB4-2CA58CA3D4BA,1
331,15F97F9F-EAA2-4B13-AF43-DAAC2A9D736F,0
332,15FAEE1A-545F-45EA-AC88-8DA98854B317,0
333,160CD0EF-6C67-4499-B727-0CCF7B72A38C,0
334,1625B208-37C1-4A8E-B6E3-02250A778359,0
336,16453DD7-3160-47B2-BDCA-4A5FFCC8903B,1
338,16796954-4F1E-4206-9947-A262C8336BF5,1
340,16BB773E-0ECD-4B9F-A56A-F07F87864B14,0
341,16C687C9-FB9A-41B4-A730-4CC21C7BD1B7,0
342,16DBCE28-8251-491A-AFAB-02F40D59CAEE,1
343,16E949E9-E82D-4DC2-A67A-5007AE700BFD,1
344,16EE27C1-A502-4657-BFB2-179300DF9267,0
345,17183942-8D15-4507-8C1F-5856E60E27F2,1
348,1748A9A7-9580-48E7-A05C-40ACCB211815,1
349,1763B7C8-C820-4FEB-B4CF-22793F54EA57,0
350,177A3F81-055A-467E-B050-2A524FEBD063,1
351,177AA435-99A1-4490-8831-3BD73974D172,0
353,177DF5B1-FF99-4796-B7F7-866D54FD761E,1
354,17A4E7C6-81C3-4F76-89B2-FDB354D90F5F,1
355,17B165D4-60E5-41DB-A5B2-3585093324FC,0
356,17BA542C-A7FF-49C9-B258-29979542F603,1
357,17BDF209-ED95-4A08-8D33-98182C45A4F9,0
358,17F98B96-3709-4A60-B289-90ACD6D88D3C,1
359,18014A5E-492A-4470-BA95-FF830D0856FF,1
361,18410805-28E7-4630-B9D8-6FC3730E86C9,0
362,18977B0C-F73F-4A6F-BB5F-471A816DC0F4,1
363,18995F0A-8444-4EE5-85F9-4064E6B16117,0
364,189FCD18-6389-4510-B68D-36A8F8352F3E,0
365,18AC0FD2-32F0-4D02-A596-4CC41A8274BE,1
368,18FCC1C1-CB5F-4103-B659-81C8F44FAEED,1
369,19003387-B04B-44AF-82B0-022B2CCD85AF,0
370,19010D33-5278-409F-9954-FB7705C375B5,0
372,1925F549-532A-4A23-9E82-519403A1DC35,0
374,193B5E1C-10C2-4653-BB8C-B8C18C7C8D0A,1
375,193D3EAE-6CA1-45FA-87B4-5F329259F399,0
377,194EC4C4-B285-4E60-9762-4EB5893C75BE,0
378,195A5CAD-44E8-4377-90C2-7B02576D41AA,0
379,196B7594-F9BE-4E8B-ABE6-51A90134FF63,1
380,196FC6B9-7631-4418-88E5-7DDCEF3491CF,1
381,19762039-8424-430B-87F8-6677C0E96661,0
382,197C68F3-3171-4E14-A723-F99857F71925,1
383,1981E7B0-505A-4840-93BF-E3EB66E6CC6B,1
386,19C8B7D6-31E1-4E9D-AFAE-4443437F4DDE,1
387,19DBB86C-3CB0-411C-BA3F-765309827A48,1
388,19DC7868-061A-4253-9249-98B30015BB15,1
390,19FB81F5-DDF8-4759-944B-8D654E31A826,0
391,1A08FB60-578D-46CC-A1CD-7E91B74F417D,0
392,1A15016F-A987-4861-B10E-0821FC0482F6,0
393,1A2CCB18-EB14-49A1-853F-7F537042B843,1
