,id,ret
0,C17949F6-AE5B-4F67-ABE6-AADBA6C0AECF,0
1,7615BB3F-16F6-460A-B87E-2B474F58C1C9,0
4,51F6830F-7BFA-45FF-8B13-54295E03A4AE,0
5,CEF5AB9E-31C6-42C0-A9A7-2F625DFAE278,1
6,F022B58F-D5D1-4E45-90DF-EE73D744E60B,0
7,E783D61F-5706-4DDF-8B22-57A00DBF3058,1
9,AAEFF4DC-DB6C-45A1-8134-A6098497E70F,0
10,FAD68C1E-EBDB-44FE-BD50-5EFEB93DB9D5,1
11,4C5AB51E-1F74-4E1E-BDE4-DBC97983D017,1
12,EE05FBC5-0438-4EA1-BDE2-504D28071741,0
13,E43CF972-25C1-48BF-BB51-21FE5F2362CE,1
14,A3916B79-26CD-4D73-98EF-5B776FAD432D,0
15,7F2276D7-9F31-4A74-B6CC-5AEFE0B28859,0
16,27AEA6E9-B4D8-4CF1-A5A5-5123312C3154,0
19,15365DE1-48AA-4A7B-83AE-DFB2B77B2E98,1
20,49FDA868-4E5D-4944-A271-4CDAB89B1A9A,0
23,8CF2597A-969A-40FB-94A1-390625107B10,1
26,6EFD7A26-2220-45DB-87E0-CFA2635B62D7,1
27,8AEEC65A-9EEC-4BF8-955C-C5AEC1ED0A48,1
28,25D14292-AE4D-407B-9FDB-606B635C0D3A,0
29,847DF588-45A5-497E-8DA2-3EB25D65F5DB,1
30,AA9E001C-7480-4BA6-BB89-7EEDFE7BFD4F,1
31,C3C9EE24-723B-47E6-9DD4-EEBAB81DEC51,1
32,E4906804-F588-49D0-9F99-A4034AB97F07,1
33,25E1A4D9-A97B-4C76-9D45-9B2B12E4FC73,1
34,8EA8CA54-7B38-4681-85D3-EF811E14D0A0,0
35,C5D37352-F10B-4F52-8135-695F7DEE4D42,0
37,BE36C534-5ADD-45E8-88C6-9D0A88297E87,1
39,B8D823D1-C9CD-4025-8866-3D0B8C5AE47A,1
41,811C86C7-9D12-4824-8DDD-FD4DE1D39DD3,1
42,B48F61F8-0184-4DC9-9EAD-1D5048C2372A,0
43,FCDAD6DC-1C18-4E1A-A4EC-4778812BC579,1
44,BE3ECB27-1150-4E54-BED7-E2545CD107D4,1
45,86716D48-EB61-4191-A931-3878F7986997,1
46,E795BB1F-3D01-4C0E-8D49-3749267AE017,0
47,64BE4801-5C28-45EF-A97F-05B131ADC410,0
49,7F054A30-7A09-4CF8-BB0F-7C8AC2495B41,1
50,1259510E-1E50-40A0-8766-F30CE316BE33,0
51,E964E837-D042-4DC1-90D7-CFCD691B71ED,0
54,CE8CABF8-5845-4895-8D0D-7146A4C72F45,1
55,51064449-1145-4845-9ACE-8B6C1BEFF52B,0
56,03579F27-E4A1-4307-82B9-59F176562920,0
57,AB81256E-C3F7-4C65-AB12-4A9D331B773D,1
59,C7F097B2-EF95-4E86-A1BC-162234BE063A,1
60,AD847098-EE39-4160-920C-0CF5562CF090,1
61,3D152B0A-089B-4212-B3F3-F6EE427A47D7,1
62,954CCD1D-CB7C-4079-841C-1A5DDF6726C2,0
63,7D995D13-13B8-4BFF-8641-7CDDDF3A5DD8,1
64,522CCC75-86F3-4213-8259-0ACD5C6F3953,1
66,18410805-28E7-4630-B9D8-6FC3730E86C9,0
67,253A2163-496F-4754-8971-B57DE51C1079,1
68,0FD656C2-6A8F-4282-8EE1-3B3B4B8C028B,1
70,2604430C-44B3-46F1-BF0F-CA950A85B760,0
72,E36C6544-2115-4903-BF2D-D357DF1DFD3B,1
75,A76EE3B8-474F-4592-BC2F-4EB470455BE4,0
77,4E1356A1-868E-4E01-8D08-6B91187AEC3B,1
78,8366C18E-B556-4EE1-A2D8-479A017CA9E4,1
80,98A9B2A9-2638-4983-826E-67D640CDDDC3,1
85,9FEAF2B0-95B2-4F9C-A975-DFEC8DA50373,1
86,75F26111-78C3-40E2-8C6C-F190A4637BE8,0
88,58641A5E-F317-42B8-95E8-3D4DC3DE8617,1
89,3257007B-3ADB-41CF-9B5A-AA2354AD57CC,1
90,C2784386-308C-4E98-87F7-CA05484C66B1,0
94,85A8844B-165B-4A4C-B4F4-75BC8EC83511,1
95,56D8320A-09D8-43C0-9FAC-7DA2244D9E05,1
96,C79B4D0D-5CB9-441F-B08B-94236E549A09,1
98,63A9F714-3D12-45BB-8187-3A781EDBAA0F,0
99,4A302D69-9323-4F0C-BDC5-66937D93F9F8,1
100,966566A5-CFA0-4F29-A242-55902C7DF323,1
102,91767100-CE0F-44A7-ACB4-02C381624BD4,0
103,688AE51F-62DA-43D2-9238-475ABC08CA7C,0
104,CD328591-1319-4D0B-B958-4F1D31C25249,0
105,3A4D01A2-3FC0-400A-961D-D6D33BD8FB0A,0
108,4BCF14FF-11CA-485A-B565-511CBC442B7D,1
109,2A0E9950-8315-43C2-B51E-1E53800DD7C4,1
110,A315A43A-050D-4E0F-A299-527910411F17,0
111,84C81168-AD68-49D6-9AAF-0AAC24A0139F,0
112,2CD9E016-A4FF-4AF0-80D5-B11B2C7ACA61,0
113,33ACF8CD-C488-43C6-A20F-28A680B5467D,0
115,B4640693-261D-4632-B7F5-2875B29C8249,0
117,E97A8E1D-ADD4-436D-A395-B601495733B0,1
119,38D42DF0-9535-41D7-AB3C-CEC349BD1D29,1
120,FAC485F1-D51E-446E-9369-BB549C77EFF5,0
121,52DBE93D-5DF7-4038-B05F-551415177811,0
122,0596C8F1-B251-4008-9B71-B8C70FEEC8B4,0
123,6CF71FC1-EDC5-491B-AC89-3B7A491FBC46,1
124,B05E0B1B-0A42-409E-B799-0F2C8CC0039B,0
125,9D030469-34D1-4AE4-A329-751819B7A322,1
126,4A58977A-D50E-4952-B601-ADF1D7E1A2BB,1
127,A15DDF2B-2653-4C56-84C3-C978BE5F5B2A,0
128,194EC4C4-B285-4E60-9762-4EB5893C75BE,0
129,852CA0B5-FF9E-474B-9DB5-07C8AE702747,1
130,4B889099-F3AB-4534-AF61-FA24849AC248,0
131,528FE886-DD01-475A-8E42-CAD820A9D68D,1
132,C5E2BC28-6A15-4D6E-9282-023B5A8E1812,1
133,84A93CD6-E3F3-4381-9AA2-F00F375E19B7,0
135,03E3FB1B-0314-4231-924A-5312CB87A5F5,0
136,68354F45-4E86-4C2E-9424-954E03FCECF6,1
137,21FCE519-3DD6-46E2-963D-ABF1CDFE64EF,0
139,4061D48B-28C3-418F-940A-202762587B1C,0
140,DE8946C2-B710-44B6-8F7F-0B53B0FE0F2F,1
141,D4B0D303-FBA6-402D-BED8-7305AA76B845,1
143,697921CE-E47A-4517-A03A-233B885C0431,0
144,5376EFCF-8D9C-4117-BC9A-5035D0F07CAE,0
146,0746919F-D4E9-4499-944E-92BBB8E9CA3B,1
147,35E53F3C-D37C-4321-9539-97AF4FCF0196,1
148,C3692980-792D-4958-A76D-DA8A5B892DA9,0
149,AA14D6E4-B86D-4421-B7E6-01042F94D093,1
150,1A8DA015-52D1-422F-97E0-75362A6C736A,0
153,C574D3C0-05B5-411A-8A09-7409EE8B0E6B,0
155,AE35265A-CB17-4FD0-9EDC-74624639A2DD,1
156,0EBBE533-2A45-414B-AA7E-B38EA8C48D56,0
157,88F2013D-DFD9-4E37-BD42-F36A788381C2,1
160,A701729A-4AF0-4E08-8C78-F077D18CFA5F,1
162,D6A51143-3CCF-41E2-A87C-967D2CBD3B61,1
163,6B1947F6-0591-4D36-8EBE-096A7C44893B,0
164,6FAC2350-1593-4FA5-AA9F-6671C6D93550,0
165,9279C541-48DB-45DE-B094-A180BF349906,0
166,A3BC4450-74A6-4F2C-A60E-00DBD3F06DE8,0
167,FEB9024D-6EEA-4147-959B-01D22798AFED,1
168,23BC7F71-AD3B-4F80-AE8A-5CBA94D4EB19,0
169,2C9E83E8-9B29-41A8-9B4B-9780CA9261EE,1
170,009AA5F6-E691-4EF5-9142-1D264B7EB22D,1
173,FD9ABCDC-513A-4BA2-B46D-1EC84D375A6D,0
174,F1A2D231-7256-4D45-9714-2F9CA640B586,1
175,047FDD72-E188-4FA8-B23D-91756874C433,0
176,DD0E122F-B585-42BF-8B0D-7EAAE5E6452C,0
179,104DAC43-DE7F-4092-870F-BBDB82285628,0
180,A09366A0-AA07-4209-A989-2A872E787FD8,0
183,5A0266AE-A2CE-437B-BBB4-4E8D6D1F3350,0
184,56C58692-EA81-4302-A973-9ADFA277CC4D,0
