,id,ret
3,EC8536BE-4BE8-4408-A2A9-A882775ECBBF,0
4,124463DE-7413-4730-8BD5-3F4A28837356,0
5,91880266-9BD2-4128-AE5B-86619F5AE982,0
7,C0111C7B-63A5-4482-846B-DDA2354F83C2,0
8,62C58F5F-5FA1-422E-AB92-AC22E9E665D2,0
11,8C1030A7-F932-4BEB-B28D-6103246024B3,0
15,C46C04DF-D297-4B86-ABEE-EB64E71D15BF,1
16,A9D00C19-644D-4FEB-A9EA-AC86578C6D10,1
17,BC1002DB-8438-4807-8A4B-B4A9B8B00FCD,0
19,0FB4D294-F4B5-4A44-AA03-7AD25E46A8D7,0
20,50A866B0-5039-4B84-83DC-9411D9114C98,0
21,1DAFA36D-B306-473A-B459-010694113299,0
24,EEB8F1D1-81B1-4D1B-BE84-F0FFF2E2B22C,0
26,C65CD769-7D72-4D9F-AAAE-762C4C25B4AD,0
27,59647283-B38E-41BB-831F-057286DCD1C4,0
29,19111CB3-2E7B-4EE2-82AE-88F428D88D11,1
30,DB625D04-7C1D-466B-9060-2BA0A260AE02,0
31,22157560-D38D-405B-8B62-1D8E39860379,0
35,74A5ED7D-AD58-458E-BD65-62F4F887F7AD,0
36,07604F8D-2593-4684-9926-F859719D895F,0
37,8FF49F84-5F3E-45DF-8759-B6AAA13D3C1B,1
38,851B97B1-46D9-40DE-BAE6-4ACD80F33F53,0
39,E05D1CD5-0278-458F-A3C3-8C7B18920FB6,1
40,B8F08F58-EBA7-4CF1-A410-8360C7AE0716,0
42,9C32A669-5037-43CE-A2A8-ADFF96D256D9,0
43,8F801491-3D1E-4F03-90F2-13693DB66DD7,1
46,62C35BFB-83EF-4877-B372-562C2A1AB1A4,0
47,A577B7D1-76BF-447C-AE61-E8C1392BF0FE,1
48,1EDFDBEF-EAE7-4389-BABA-23C84F947244,1
49,FA5615D5-ECF5-44DA-A8E7-BBC52A90C324,1
50,9E5BAAE4-C4E5-43D5-9D90-60A82C845634,0
51,AC5ECA25-0265-4432-BDD8-CE9DB0DB9450,0
53,E4D83D29-DD83-430B-9B14-DA4513855312,1
55,0EDC781A-1A7F-4A5C-95A5-1EA645A778BE,0
58,9C50A5A2-D89E-4578-A746-74C7938F0473,1
59,BCF2C382-47BD-465A-B064-0D139C415CCD,0
60,D7AAE730-9366-4650-9A36-DBF42BF37835,1
62,62BD499D-7DD5-48B8-899D-1C385D0FA2BE,0
63,8D3BF91D-FA60-461B-A980-B863F32128C8,0
66,D7BD7D61-ABC5-4101-9A52-2BCFC71E148D,0
68,AA668F58-C70B-4555-AF94-F8A30988369D,0
69,2F5FE4F5-7F3A-4194-80B8-E7A48B08504C,0
71,FAA6505C-A972-49A2-A379-CE03ACBBD965,1
73,88BA072E-80A6-40B0-A6C2-E6483DC6D4C7,1
75,5AE22138-5DAB-4F71-90FF-CEE82088B79A,0
78,E08BE841-67D9-4D43-A98B-4FB29FAB7447,0
79,E2E8052F-5EBF-4C66-9C73-5800F6FEBE9F,0
80,7EAFCBA0-38E7-4267-AC95-F00783D43C1C,1
81,F4B0A43E-554C-4536-84E0-D61828A17C49,0
82,58BDFE7A-A4FB-4755-9680-4A49968EEBC6,0
83,96E004E9-100C-4D4A-B411-88D7DD5FD99E,0
84,70EEBD65-E657-4FBF-9D46-088F140F03DD,1
85,52834958-7235-4A64-98CA-04F2F3630E77,0
86,D72221DC-D67F-4A49-B5E5-883E2BA49B46,0
87,CDA695A7-1D25-4831-BBCD-01B2D1E59089,1
88,E867F077-758E-46A0-A251-0E661A998C30,0
89,F237E765-F9F1-4301-9F38-9CE1A622B11D,1
90,295C8358-9190-49D4-A587-3BF95FD088C6,1
91,D498134F-7C88-48AD-816C-3D1B979AA863,0
92,DD59C612-4132-45A8-9156-9EDF04EAC70D,0
93,FBBC4D62-FE5D-45A3-A832-D2454F972CBD,0
94,46F505E1-553F-4381-AEDD-5A5F4A200960,0
95,8BAB86F5-DA6A-4EAC-8918-D90487E5E93C,1
96,ACE1D403-AAEA-4490-BABC-66CB08CE2FD2,1
97,5B4B4CEB-8234-4341-B2AE-214292433FC5,1
98,DE15BFAE-4FE5-49D7-8023-4A193146373A,0
102,A2173D80-B1AE-426B-8ACE-F440D5F8CE20,1
103,A0D3BE0B-0CA5-4E02-A94E-8F8A765EB0CF,1
106,4630F439-B8E4-4DE8-8C23-443FCDDA2743,0
107,32A3B385-2DAD-47CC-B17A-35EEA819F16B,0
108,4BF40B59-1AD3-49E3-A18E-BC8CBEB3782F,1
110,554573D9-AA70-46F6-BCCA-FB9FDE5413A9,0
111,96575BD0-1846-47E4-9CEB-0C3EF2A7AD17,1
113,3FAD4E6C-D386-4659-8A18-FC3F2D078960,0
