,id,ret
0,FAF1B9F5-4288-48B6-9C33-C7E1F289AB63,1
1,89E5D295-BA36-4258-AFA8-0166EF611E65,0
2,02459974-2670-4928-9FBD-99C658E85F19,0
3,EC8536BE-4BE8-4408-A2A9-A882775ECBBF,0
6,4F98C4B8-77C8-47C1-A218-8A6DEE0F57FB,0
7,C0111C7B-63A5-4482-846B-DDA2354F83C2,0
9,5ADF2095-2D0B-4112-A763-C282A1B9A5E3,0
10,BC5E196D-9B0C-4CCB-A3B6-FDA2531BC6AA,0
11,8C1030A7-F932-4BEB-B28D-6103246024B3,0
12,47A717B4-A3C2-40DD-B5DB-1029845B3CA9,1
13,30F62291-B70F-47FE-845E-E7163D01B15B,0
14,51803D31-D58D-4ACF-8509-AEBB7FFAE4B9,1
15,C46C04DF-D297-4B86-ABEE-EB64E71D15BF,1
16,A9D00C19-644D-4FEB-A9EA-AC86578C6D10,1
18,52828C26-0B8B-4371-9ACD-F828E71FEAFF,1
20,50A866B0-5039-4B84-83DC-9411D9114C98,0
22,224EC05A-60D5-451F-B9AC-8494133DF3CC,0
23,E2AE4677-AC0E-472A-A0F6-368E9616DA70,1
24,EEB8F1D1-81B1-4D1B-BE84-F0FFF2E2B22C,0
25,BA868A37-37DC-4826-82EE-974853B61DE2,1
26,C65CD769-7D72-4D9F-AAAE-762C4C25B4AD,0
28,F6A328BA-CF19-4C73-A7B4-03E242C76324,0
32,42E1E1C2-FB69-4D69-95DB-C5B84B567437,0
33,0A1525D9-78B4-41E7-901C-878DB83507E7,1
34,53B72F2F-33EB-43E9-B1D7-D29687479194,0
35,74A5ED7D-AD58-458E-BD65-62F4F887F7AD,0
36,07604F8D-2593-4684-9926-F859719D895F,0
37,8FF49F84-5F3E-45DF-8759-B6AAA13D3C1B,1
38,851B97B1-46D9-40DE-BAE6-4ACD80F33F53,0
41,E180E411-F7F1-4E3F-9F94-8E867052874F,1
42,9C32A669-5037-43CE-A2A8-ADFF96D256D9,0
43,8F801491-3D1E-4F03-90F2-13693DB66DD7,1
44,7E8641A5-9661-4F80-AD58-408C60996AAB,0
45,FF0E6677-355E-45B4-8362-687141FE1D7E,1
46,62C35BFB-83EF-4877-B372-562C2A1AB1A4,0
48,1EDFDBEF-EAE7-4389-BABA-23C84F947244,1
49,FA5615D5-ECF5-44DA-A8E7-BBC52A90C324,1
51,AC5ECA25-0265-4432-BDD8-CE9DB0DB9450,0
52,9A55314A-DFA6-4550-ADB7-9698FF54646E,1
