,id,ret
4,0072E2C1-C395-409B-8078-365DD5C0513E,0
5,00C1E256-E3F7-431D-BCB6-DD1EF09E7DFE,0
6,00C79BB9-C2BC-4BF2-A8E6-5C3866DCBF3D,0
7,00CAD9C8-D90B-43C4-9964-79CAE6493DA7,1
9,00D6C763-CCE3-4D48-A165-324A36285DAB,0
10,00E8B6E7-9E4C-4FA9-B9C2-A9466667ACAC,1
12,00FD9E8C-F811-477E-B42A-B6B44100CD5C,1
15,01347C43-CBFB-4EBB-99A3-CEA6332E7535,1
17,01665898-4C2C-4201-B889-D303ACC8D045,0
18,016FC8F3-D808-4AFC-85F2-3DF314B65B78,0
20,019C6DF4-30C1-4EBB-9904-713BBDA77F0D,0
21,01A0F362-15F9-4344-9AB9-B961A0FC4336,0
25,02038AEF-061B-43B1-A6CE-F236F9BB54EA,0
28,02459974-2670-4928-9FBD-99C658E85F19,0
29,02647665-2213-4E4F-AA33-2E4B91BA270A,0
31,0279B667-5ACE-4676-9406-20CD127FB939,0
32,02851F30-0EE0-43F6-9DFF-EA26E2E4C047,0
33,02874BE5-E3CF-4D89-9ABA-439B734EAFBF,1
34,02A6B569-ADAA-41A1-A60E-78BB678AF342,0
38,02D9AEFA-7A69-402B-B36F-C6D3058ECCE8,0
39,02F1C63B-E1EE-41B8-ABFA-764D028F207A,0
42,032375B8-5D6F-4760-B052-21CB1A76F648,0
46,03F7F871-AE4C-4DB9-9CF6-DC421B78E745,1
47,03FE1687-AF38-46FD-93D2-973A29D2D703,0
49,042B2E67-3B48-4743-9D6B-EC2AE694F6B0,0
50,04384134-0348-4267-93FA-D87CB3F26E0D,1
54,046A518C-9C0D-49E9-9D2F-9993E0A5F4CB,0
57,04AF24F8-A948-495E-924F-4DB9330DA06C,1
58,04DD3A92-4879-4703-B0ED-D6A7F3C33E42,1
60,04F68DB9-B17B-424D-911B-A773F30C80FA,0
61,0524B0F4-9B93-42D8-BD0A-5224042DE0BC,0
64,056D51F7-4E43-4F3F-B295-35A13F9FED35,1
67,05920D97-5C98-4D64-8906-D77944F132C3,0
69,059EE23C-42F8-4F96-99C0-A9A9E68156C2,1
70,05B485EB-71C1-44E8-84AF-E13F0AB4AE59,0
